author,amount,content,likes,authorProfilePicture
"@Sir_Lemons","$1,99","Fantastic Mr Fox mentioned ️️","6,7 K","https://yt3.ggpht.com/aAI19OJspV1F-aHCIEJ-eoGqWMx2zPHGPlrdBbo4KyQixX6PlP9m6UJJ7CbHZuYNcn54ifWuWw=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Guess whos back","1,9 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Me: im gonna donate to zdak! Tozdak: ??? Im: i dont have money Money: im here Here: NO! IM HERE! money: hi here!","21 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Tropa_do_Jorge","R$10,90","Song name please?","1,2 K","null"
"@vivelinaviela7336","IDR 20.000,00","He deserved better. I feel bad for the guy.","5,7 K","https://yt3.ggpht.com/v4HRkD33h-EqAIUjJdMT11oQ4ZhzmWHexWhER5F_ETOwx4Uof9bdwPaOSa-0Klzzd5wZefcjwA=s88-c-k-c0x00ffffff-no-rj"
"@Norway-Sewden","£2,00","Bro rejected death","175","https://yt3.ggpht.com/QQ1zLb69LKzp4SycOczLSyN-1gORezn0tmYsxH_fJvaRSH-RmfvQ1JmwY2r2hXuME82gU1ZFJKw=s88-c-k-c0x00ffffff-no-rj"
"@jeremiasaltamiranda7954","ARS 100,00","Mario kart double dash","3,2 K","https://yt3.ggpht.com/ytc/AIdro_lqSaVvpI_iYouZq-V7fwPQDyJ4NxI2L2Kv6_VNF-2Zw-E=s88-c-k-c0x00ffffff-no-rj"
"@JohanKhalidSebastianGrafilon","PHP 50,00","Thanks","2,1 K","null"
"@KevinGrundyson","ISK 300","(sorry my mom dont let me use a lot money in my bank accounts) Edit 1: my mom hit me with belt Edit 2: Edit 3: I'm still alive","3,1 K","https://yt3.ggpht.com/Gpu2KwsxfkORCVHUAMHeci-iTSXhkLjD3bHYNTyxd4WC2lUXK-PxxBEUsI_IUIHBz9R0SKo-lg=s88-c-k-c0x00ffffff-no-rj"
"@friskanimationstudio5486","฿40,00","Let hope that kids just try to write sal (se) mon(men) but write it wrong ","159","null"
"@Kilo_gt","$4,99","Another one!                      -D.J. Khaled","2,2 K","https://yt3.ggpht.com/aw0xQCl-oDdNih4TdCAjzzwzb_m2GplDlA3hPLihT7Eztxk_cfVf_amy1-kjpmJ-ztCR_5KUKRE=s88-c-k-c0x00ffffff-no-rj"
"@baibhab_","₹40,00","Bro be cooking","603","https://yt3.ggpht.com/ytc/AIdro_nWyPWxkLouOOka6GuHM8izDlE_yXnC5xTup5HP8T7CMeTZxq27qge_MoyYv6lzf2FRtw=s88-c-k-c0x00ffffff-no-rj"
"@Kilo_gt","$14,99","Bro woke up and chose violence","1,5 K","https://yt3.ggpht.com/aw0xQCl-oDdNih4TdCAjzzwzb_m2GplDlA3hPLihT7Eztxk_cfVf_amy1-kjpmJ-ztCR_5KUKRE=s88-c-k-c0x00ffffff-no-rj"
"@bombo1307","$2,00","Drakes kid","9,2 K","https://yt3.ggpht.com/55Mq-P4x7Cms99Eodqtjx9J1KOil3lVF8kXDHGDQnJe4hkPdgAqc6ZlRY-RK8VZ1xw4JahswQks=s88-c-k-c0x00ffffff-no-rj"
"@Exquisity-g7p","AU$5,00","I dont know what to say tbh","4,9 K","https://yt3.ggpht.com/ytc/AIdro_n_lui30_R4aFboFtgT_VxYjD4iTGYWon2fteKOKgKDhtSlE3mEcaX1nF_zJZGiJY87Og=s88-c-k-c0x00ffffff-no-rj"
"@gui-df","R$2,00","Either you win the $100 from the person or from the system, lol  In a little while you will get 3 more robux and buy a t-shirt on roblox :P  Edit: omg, 2.9k likes Edit: bruh, 4.2k likes","4,8 K","null"
"@C.G5TYT","$1,99","My name is faze Dubois dingle","702","null"
"@Lemons6171","€2,00","Bro after doing the method ","1,3 K","null"
"@Exquisity-g7p","AU$5,00","Get me pinned boy","592","null"
"@Norway-Sewden","£2,00","Wonder why its dead","57","null"
"@antoninvrba1855","CZK 50,00","Guys this is a real life reference to the Hichhickers guide to the galaxi. The ship Heart of gold has saved us from a nuclear war with Russia, they prbably shot a nuclear missile at the USA but it didnt work thanks to Arthur Dent. (Keep it up, this content is great)","11 K","null"
"@jaibhagwan9998","₹40,00","It's enough internet for today️️ Edit- unemployment at its peak","7,2 K","https://yt3.ggpht.com/ytc/AIdro_nzzJiWReEnwmlbfWSJbeRbTCav4MsybVUA9mZslwA=s88-c-k-c0x00ffffff-no-rj"
"@sandchaste5015","CHF 10,00","I love it!","3,7 K","https://yt3.ggpht.com/nOX9L6H6ExKDinWD8QmJYK6mm3pVnsN1R14yh3Edrs0wudwxhzKxcr9Co2WqEwN5rstv2x_FXA=s88-c-k-c0x00ffffff-no-rj"
"@Erm_actually_according_to_math","₺20,00","Bro had no hesitation","2,4 K","null"
"@Jacapagua1920","R$2,00","A hug from Brazil","105","null"
"@nishantdel17","₹40,00","Ha!","27","null"
"@NoahT_WatcherOfMemes","AU$2,99","Here’s some moola to cheer you up Zak ","4,2 K","https://yt3.ggpht.com/CllX00Ty_IndMk6HPBBJ9xqTkBr-8raH63fqoj-tjr1ZBIzXcfU1FsOlx4Dr-hHMb4BTj13tkA=s88-c-k-c0x00ffffff-no-rj"
"@hckingking","CA$10,00","Didn't know Shane Dawson was Nintendo's twitter manager.","17 K","https://yt3.ggpht.com/Kt1yHvnp8OwNTUtjIbSXVbOlid8O3CCIqgML5IBSXanpeGNcocOiK25jekCNw2y8BbzaoLKjAw=s88-c-k-c0x00ffffff-no-rj"
"@JSXZZ","₺50,00","Bro is a genius but if i mean a genius a real genius!! ","5,8 K","https://yt3.ggpht.com/tTPaqQy6pO0ftSYMVM48efnJMEc1syS0XVtQ-n3fTkL4rFeBvwzhcjsew3U3S68awaD8cWh9=s88-c-k-c0x00ffffff-no-rj"
"@lionelpichipil6283","ARS 50,00","Bro is the smartest person of smartland ️  I finally got the stickers ","83","https://yt3.ggpht.com/ytc/AIdro_nWN-02bIIBE2Iu9ulB_q3sO8oCgYN7jiXFzfvPXn8=s88-c-k-c0x00ffffff-no-rj"
"@sucukadal2377","₺20,00","Bro has İnfinte aura now.","538","null"
"@Hfootgle","₺20,00","This is gpgmask","7 K","https://yt3.ggpht.com/zIkknlzZ-pYpGBrDDwz_su5hnNq8rLBlPejTKpfijApU8B1QD8wEYl59UaF3f1r3dUmZ1cSq=s88-c-k-c0x00ffffff-no-rj"
"@VerteQOnline","PLN 10,00","Me when I see a camel spider:","672","https://yt3.ggpht.com/367WEsXGMCgIZyEXYBKB6Oz3glK2VQuZbrUkm6giYeet6h3oHzERYBy2IoYIrs-WCDZznjDv=s88-c-k-c0x00ffffff-no-rj"
"@Hfootgle","₺50,00","FLASH","68","null"
"@BFCadorna","CA$34,99","Fly Actually took the gentle ride back to its home Edit: OH MAH GAWD 5.7K LIKES MY NOTIFACATIONS ARE GETTING DESTROYED  ","6,3 K","https://yt3.ggpht.com/oEkpt1zRUbcKIMbgpjOJ-858FIG_sDT0PLLIUvo9RDthweQM9e5GIBn8rgOoYkPOUa01KIiWATY=s88-c-k-c0x00ffffff-no-rj"
"@Lolthislolthat","$1,99","This a sign to all them flys","6,2 K","null"
"@Maximusthekid","$20,00","Bro did not show any Mercy to that fly [edit] AYO 2.2K OMG thank you","7,8 K","null"
"@VerteQOnline","PLN 10,00","Bro's got that air from the 2020 pandemic","2,2 K","https://yt3.ggpht.com/367WEsXGMCgIZyEXYBKB6Oz3glK2VQuZbrUkm6giYeet6h3oHzERYBy2IoYIrs-WCDZznjDv=s88-c-k-c0x00ffffff-no-rj"
"@Lolthislolthat","$1,99","Bro forgot that we have oxygen","562","null"
"@QuickAnt9060","$4,99","Boy: I get too war Girl: by se you latera Boy in helicoptara  Boy: where wimen Soildier: did you thinc garlfrend be here Boy: erm what the sigma ","3,7 K","https://yt3.ggpht.com/3OIt3D9OIMR4fC3B2fTk67Kb4kLZkXjqYv3XcwE9biwLK5JXFp_UZ_7VRj_cVD7uc4cgnWTrj8o=s88-c-k-c0x00ffffff-no-rj"
"@2jokin","$1,99","Those who sigma️️","854","null"
"@C.G5TYT","$1,99","Holy skibidi slicers","202","null"
"@zeila2good","CA$34,99","No","5,6 K","https://yt3.ggpht.com/XsItjECLiAGyo7Tlmkkefuud0LIl8sg_ESzu_Zn3VCYVvK2zX5iY9SIoFwWpTg7lKRu4YVcBlg=s88-c-k-c0x00ffffff-no-rj"
"@lamad5737","ZAR 39,99","Mr beast is like "na I'm Good"","898","null"
"@S_Jaya_Kumar","₹179,00","“No“ ","964","null"
"@LET_ME_OUT_NOW","$1,99","No (version 1)","1,5 K","null"
"@BlududeVR","$2,00","Im that one deaf guy yo its me here if you see this im not pin begging i just like donating","356","null"
"@BFCadorna","CA$2,79","No (version 2)","383","null"
"@LET_ME_OUT_NOW","$4,99","Yes","625","null"
"@Myincrediblememe","₪6,00","I am asking you please give me a lot of likes","296","null"
"@1shaders","SGD 14,98","my pin now","1,7 K","https://yt3.ggpht.com/_GJOb0Jaies4CQ3u5jm_WQpqfCfNXysa9i0jTpDXKxAhwZ_RRHAESiNCVQsyq5kQXkCDLi9s=s88-c-k-c0x00ffffff-no-rj"
"@mal-bir-aga","₺20,00","Eyooooo contine vidos","481","null"
"@SK_Countryball","₩5.000","As a Korean, “3:97 AM” is what I see all clocks on my country","8,5 K","https://yt3.ggpht.com/0AveecmSXU8mTTQ9y6ZinzIwPMLEDDbWJTNichEVp9MwWUK2Fc_DB1ow_7ABWTyavEjhuxuodw=s88-c-k-c0x00ffffff-no-rj"
"@BFCadorna","CA$13,99","Nahh, Even GTA 6 Would “Try” To shoot him","1 K","https://yt3.ggpht.com/oEkpt1zRUbcKIMbgpjOJ-858FIG_sDT0PLLIUvo9RDthweQM9e5GIBn8rgOoYkPOUa01KIiWATY=s88-c-k-c0x00ffffff-no-rj"
"@Lolthislolthat","$4,99","Damn whoever made this is evil","1,3 K","null"
"@DARK_GAMINGYT24","₹40,00","Do i see a adam sandler right there or am i tripping ","275","null"
"@JDfxks","₹40,00","How Do You Know My Dad?!?!","61","null"
"@LET_ME_OUT_NOW","$1,99","Bro got me watching Toy Story 2 all over again ","5,5 K","https://yt3.ggpht.com/NGBld-wdX28ylOgFWuVgFEP36RIUEACLdV1i0G16xywLso7Yg0mCz1qak6dm1ego5fRDHiAxHA=s88-c-k-c0x00ffffff-no-rj"
"@Hfootgle","₺200,00","Sigma.","3,2 K","https://yt3.ggpht.com/zIkknlzZ-pYpGBrDDwz_su5hnNq8rLBlPejTKpfijApU8B1QD8wEYl59UaF3f1r3dUmZ1cSq=s88-c-k-c0x00ffffff-no-rj"
"@Lolthislolthat","$4,99","Bro thinking he the main character ","8,5 K","null"
"@TungTungTungSahur-s1f","₹40,00","Thanks","24","null"
"@smcsajj","£1,99","Bros that guy","1 K","null"
"@ThatOneGuy-d1m6r","$1,99","Thanks!","786","null"
"@BlududeVR","$2,00","More stronger than drive, power, putting work and the hours Edit: BRO 3K LIKES OMG","8,6 K","https://yt3.ggpht.com/ytc/AIdro_lv0OFps6rQfOJXt8we0yI9P8dnXzZOfyhHIqURAjzP3hPbyhf73dY6hsoaN2U8skzHMQ=s88-c-k-c0x00ffffff-no-rj"
"@Kebabbrawlstars","€5,00","NO IT CAN'T BE, NOOOOOOOOO   edit: you do really only need to do a donation to get pinned and get 11k likes  like beggars take note","16 K","https://yt3.ggpht.com/WOPHHdZwCMVd722bMp_VIDcgWDGWldLvI_az8WJDGAbxL44Ro5xGaGJPxSf9NOM9jWrYB-F-2g=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$100,00","Buying a house in 100 mxn","1,5 K","null"
"@1225umte","₺20,00","What???","599","null"
"@Norway-Sewden","£5,00","The space:  EDIT: ha Cat_Man213 i donated more Edit: 1 like = 1 rip","7,6 K","https://yt3.ggpht.com/QQ1zLb69LKzp4SycOczLSyN-1gORezn0tmYsxH_fJvaRSH-RmfvQ1JmwY2r2hXuME82gU1ZFJKw=s88-c-k-c0x00ffffff-no-rj"
"@AirsoftGunner-i2n","$2,00","Bro thinks too well","45 K","null"
"@C.G5TYT","$1,99","I got black I got white what you want  btw my real name is Luke not Mya","2,3 K","null"
"@Cat_Two13","£1,99","door (I donated more than top comment ehheheeheehehheheheh)","1,5 K","https://yt3.ggpht.com/OYi86m0VYXxDTDPqF4-5oPSTPYTvwKqjlFDWSaCRN0rOIQAEybGFOrN0cUR6oHKoKPozCzU7Zw=s88-c-k-c0x00ffffff-no-rj"
"@bryceporter-b8d","$1,99","To smart","1,2 K","null"
"@saraswatibagale2011","₩2.000","Thanks!","481","https://yt3.ggpht.com/pZtOpQuHm7QA-OCYuNErL-x-0JiO-t5DmdxrB_RtluoCfsj1Olloa4xAJQapNAZLy8uU-7ZdqA=s88-c-k-c0x00ffffff-no-rj"
"@Zielda-n1c","$2,00","Katie for life ","13 K","https://yt3.ggpht.com/RMjfPmTVTeXPkBej4vCC_u3I16opUVVprizi1DhRYJP3yHdM1yZP0rYdlucZsn2tnIG4DQfl5eQ=s88-c-k-c0x00ffffff-no-rj"
"@funfrenzy-01","€2,00","I would write no on the back and circle it","5,4 K","null"
"@DeutschlandBaller","$2,00","Kadz how skibidy are you","246","null"
"@JSXZZ","₺50,00","i dunno but i just got accepted into toe smelleres group","1,3 K","https://yt3.ggpht.com/tTPaqQy6pO0ftSYMVM48efnJMEc1syS0XVtQ-n3fTkL4rFeBvwzhcjsew3U3S68awaD8cWh9=s88-c-k-c0x00ffffff-no-rj"
"@Judgment_Documentaries","PHP 50,00","I haven't been accepted yet ","7,5 K","null"
"@shlokypoky","₹40,00","no way thanos is ugly ","898","null"
"@Thxsomchplayz121","£19,99","Depression.","198","https://yt3.ggpht.com/qbvczfIx8Ns_KZcvajSynNe37ZwjH6hO9HnjRFJwbYg18TRee_r7PYarojgtIhKV14YpbPjp=s88-c-k-c0x00ffffff-no-rj"
"@Jay_mm2man","$9,99","I feel his pain I had a best friend for 5 years and just 2 months ago his brother told me he died","7,6 K","https://yt3.ggpht.com/p6UtCt8X5IBJHxK5OptK5Tz92MPDwZGQZ5txX2dkiI0DCqQdUc_fRFemzEihQzecuuPGcPwmQQI=s88-c-k-c0x00ffffff-no-rj"
"@Unkown086","$5,00","Lemme get dat pin","129","null"
"@Am321ala12","$4,99","How are we going to ignore the date ","18 K","https://yt3.ggpht.com/V7aF--KCOnDz8HU_qWLf1Oj-JPBBMziEf7zAPIKbK9IhfpxEOnM8YOUeRWClHnaOY81ZBnXMcpI=s88-c-k-c0x00ffffff-no-rj"
"@TvAlengod","BAM 2,00","BIG IQ ","4,2 K","null"
"@Transferman185","£1,99","Umm","24 K","https://yt3.ggpht.com/AYQnHY7q66IzbMeq7O30NCJ5DG5QUsocqfSx60I3twpXBoQKl0SPSzL1WdsVnOwEd7R0U6H9w9c=s88-c-k-c0x00ffffff-no-rj"
"@FirasAlkasah","₺20,00","Is that Steve Jobs I see","63","null"
"@mousemanjeff-d20","$1,99","why when I squint I see my Austrian brother, his name is Adolf Hitler, he recently failed art school","4,8 K","null"
"@LoganLoux","$2,00","The land kind of looks like the monster from Cloverfield","5,6 K","null"
"@DJballer-vr","$1,99","Thanks!","170","null"
"@Sparkmaster9","€2,00","We got GTA San Berlino before GTA VI ᗜˬᗜ","1,9 K","null"
"@Norway-Sewden","£2,00","️  Edit: golden days","850","null"
"@ayansplace012","$1,99","Erm what the sigma ","313","null"
"@Ronaldo_suiii777","€2,00","Danke!","566","null"
"@Gofine-z5x","$1,99","What the hell!!","373","null"
"@TvAlengod","BAM 2,00","I like new map ps I cang my name if you no jelenazovko","450","null"
"@Iplay200IQ","€2,49","Bedankt","2 K","https://yt3.ggpht.com/c5YRDJ9k0M7Wbt5rn-aSCNtV7TKo2J4GVqeklfVcsYl1ep-6y-_Ajc_kwETTVUnffmNSb90J7rY=s88-c-k-c0x00ffffff-no-rj"
"@TvAlengod","BAM 2,00","My brain after scholl end","3,8 K","https://yt3.ggpht.com/AGXN6L3LdP3S0lT58jHaVD_dgxoCrsM_P-VPzL5qH4TZd0OTOqGIQgr8NXxyVkB6XhlOmdndrQ=s88-c-k-c0x00ffffff-no-rj"
"@TvAlengod","BAM 20,00","My Dream at 3am","2,7 K","https://yt3.ggpht.com/AGXN6L3LdP3S0lT58jHaVD_dgxoCrsM_P-VPzL5qH4TZd0OTOqGIQgr8NXxyVkB6XhlOmdndrQ=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","They look like giant grapes together. Meal or live?  Your choice!!","888","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Mr.Splatchy","€2,00","Pov: u have a cat addiction","905","null"
"@Raps_BZRK","$2,00","Two dolar fo roblox bobux","85","null"
"@TvAlengod","BAM 2,00","","607","https://yt3.ggpht.com/AGXN6L3LdP3S0lT58jHaVD_dgxoCrsM_P-VPzL5qH4TZd0OTOqGIQgr8NXxyVkB6XhlOmdndrQ=s88-c-k-c0x00ffffff-no-rj"
"@Anoni-mus","R$2,00","If nobody is  going to donate, then i will  do myself","491","null"
"@Jay_mm2man","$14,99","He is the danger lol and hi everyone","5,3 K","https://yt3.ggpht.com/p6UtCt8X5IBJHxK5OptK5Tz92MPDwZGQZ5txX2dkiI0DCqQdUc_fRFemzEihQzecuuPGcPwmQQI=s88-c-k-c0x00ffffff-no-rj"
"@Jay_mm2man","$9,99","I am blown away by his aura","1,1 K","null"
"@Jay_mm2man","$9,99","Guys I need you to tell me when to stop","495","null"
"@Jay_mm2man","$9,99","I am back guys","262","null"
"@Jay_mm2man","$9,99","Thanks!","91","null"
"@Thxsomchplayz121","£24,99","Mister","25 K","https://yt3.ggpht.com/qbvczfIx8Ns_KZcvajSynNe37ZwjH6hO9HnjRFJwbYg18TRee_r7PYarojgtIhKV14YpbPjp=s88-c-k-c0x00ffffff-no-rj"
"@mousemanjeff-d20","$9,99","remember when I said my Austrian brother? Kinda looks like him","38 K","https://yt3.ggpht.com/eVH6Tg8LMAVdroBbH06xASTXVYjmP-M8jx5BN9ol-yRmowr-FJkT19sC4R9IUqQF3rgHJ9aB=s88-c-k-c0x00ffffff-no-rj"
"@Noah-hp3dp","$1,99","“Ni- no” “ohhh uhh hi- no”","10 K","null"
"@Yayathawolf102Ford","$1,99","Thanks!","71","null"
"@alibrahym","€5,99","Hmm i guess its Ngler ","1,2 K","null"
"@amokmoneyfvヅ","$1,99","Dinner","429","https://yt3.ggpht.com/ivY4AsvdCZPShJ7nC00IUg2uCZwYssoJpVnYvklXl1ojzcYaR2FbeAjbXxfj4S65pXMcsM5H54I=s88-c-k-c0x00ffffff-no-rj"
"@PeppaTheActualSigma","$1,99","Zipper","423","null"
"@Blinkxly1987","MX$50,00","That.... Wasnt very Sigmatically Sigma of patric","110","null"
"@Ordinary.Tomato","$4,99","Nobody’s donated yet??","26 K","https://yt3.ggpht.com/8LARB88xOpJLw1dpiojtBdcyErIh8L8L6ZlX4eAVXKv0ZV9M7eIH6Z87YSmOstUO-DD6RPL7=s88-c-k-c0x00ffffff-no-rj"
"@A.Professional.Newbie","₺100,00","Blud really loves his cat","219","null"
"@Norway-Sewden","£2,00","This is fire ","97","null"
"@wesyboy13","$1,99","My cat ","908","null"
"@taborkidd","$1,99","I donated!!!!!","361","null"
"@Flyzxx2508","R$2,00","Real","306","null"
"@Blinkxly1987","MX$50,00","He tricked all of us...","2,3 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Noah-hp3dp","$1,99","Banger!","253","null"
"@mousemanjeff-d20","$4,99","Kinda looks like my Austrian brother, he’s going to art school soon, should I stop him?","4,2 K","https://yt3.ggpht.com/eVH6Tg8LMAVdroBbH06xASTXVYjmP-M8jx5BN9ol-yRmowr-FJkT19sC4R9IUqQF3rgHJ9aB=s88-c-k-c0x00ffffff-no-rj"
"@TvAlengod","BAM 2,00","Round 2 begans","117","null"
"@ImranDomN","$2,00","I watched the video before it's kinda sad ngl   Edit:W Zdak But Superman is Still better","679","https://yt3.ggpht.com/j5CgugXaPrsHRXtjfWsY6mlYf2XIb3cspkYIg16k54mEn8j_-npF4wyu9qMGnMxAhhLLmPQP8Q=s88-c-k-c0x00ffffff-no-rj"
"@ExionDaSilly","$4,99","RAAAH MOM I NEED A FEW CENTS another fiver :3","25 K","https://yt3.ggpht.com/nF4l2UfXPwldhaiHuU7ZayE5ATqQvzMUjGHMzY1kadjhH1JuZdlSEPjy6MD7yamIrcz8W9yUIA=s88-c-k-c0x00ffffff-no-rj"
"@rhatayacox1718","$1,99","Thanks!","206","null"
"@Forlevis-Six","R$2,00","Thank you bro!","591","null"
"@UnknownNaxisKnown","NGN 400,00","Thanks","974","null"
"@Dylan-j9f3l","SEK 27,00","Tack!","804","null"
"@demontime280","$1,99","I want that stuff","698","null"
"@demontime280","$1,99","That’s my avatar now","239","null"
"@Norway-Sewden","£2,00","Duolingo would be happy","5,6 K","https://yt3.ggpht.com/QQ1zLb69LKzp4SycOczLSyN-1gORezn0tmYsxH_fJvaRSH-RmfvQ1JmwY2r2hXuME82gU1ZFJKw=s88-c-k-c0x00ffffff-no-rj"
"@ignitation3909","$1,99","i just lost my dogggg","273","null"
"@Antongames11","$1,99","Keep it up","413","null"
"@mousemanjeff-d20","$19,99","Am I The Sigma? The Biggest Sigma,  Domain expansion: Giant Rizzler","16 K","https://yt3.ggpht.com/eVH6Tg8LMAVdroBbH06xASTXVYjmP-M8jx5BN9ol-yRmowr-FJkT19sC4R9IUqQF3rgHJ9aB=s88-c-k-c0x00ffffff-no-rj"
"@JjgreenMusic","£1,99","Had us in the first… wait a minute","39 K","https://yt3.ggpht.com/ytc/AIdro_lX41n0TYf5hCfOC6nS0VRjWM56Y8ugZxnX8h6tuIo2Sg=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$20,00","He knew what he was doing ","19 K","null"
"@Waredotnet","€2,00","Lil bro","5,3 K","null"
"@Bluesign_1","$14,99","@zdak would you consider me a “Sigma”","2,4 K","https://yt3.ggpht.com/Vu0taRTfObZXGSTyGOEbnkQJRibcXq5iRBLwTGovDpxcn9ISPAEwTYynGzp2qZYd6VsB2tRe=s88-c-k-c0x00ffffff-no-rj"
"@mousemanjeff-d20","$1,99","Your So Skibidi, also how channel membership fr","158","null"
"@America-x4n","$5,00","Family Execution??????","4,2 K","https://yt3.ggpht.com/JE24dtXacS7NiWisy1L1rLURTjHn4x2V6zlN2wTO-2jORCY0h2MbivCe2IfU1scVou_Gu84MMxE=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Roblox meme  Edit: Bear is peak","24 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@AndrewDipi","$1,99","Bro deleted the app and was never heard from again","3,9 K","null"
"@maricarnabung6110","PHP 50,00","yoo️","131","null"
"@ZTheeGamer","$4,99","Roblox finna ban people for saying "Hi" in the near future","1,1 K","null"
"@KartierYt","$1,99","Legend says his family was buried together","1 K","null"
"@Bluesign_1","$9,99","All the girls in the class:","11 K","https://yt3.ggpht.com/Vu0taRTfObZXGSTyGOEbnkQJRibcXq5iRBLwTGovDpxcn9ISPAEwTYynGzp2qZYd6VsB2tRe=s88-c-k-c0x00ffffff-no-rj"
"@Lock4In","R$2,00","Nahhh bro leaked his basement.    Ay dont copy my comments little gooses","7,7 K","null"
"@1225umte","₺20,00","Hello","2,4 K","null"
"@Jackdempsey-i2w","£2,00","He knows how to innovate. Express and embrace new ideas. Construct BANAN CAR. Kid's goin' places","853","https://yt3.ggpht.com/8iY0qsvZx6UBkz4VszH_3cSTAdol4Hg3CPSwrvN-AZpnw3HZDMKFpAfXHR_Xdd0JO2yJNs4l=s88-c-k-c0x00ffffff-no-rj"
"@maldestroyer7","$9,99","I’m a man of my word!  5k likes for $25","423","https://yt3.ggpht.com/rdEq2JYmqprc6EShwb3rBkNeyPIlwmBgsmJ3b6Nx14Mt28YlV0REBKzu3PiFXSThb1IZGTgfo5E=s88-c-k-c0x00ffffff-no-rj"
"@TvAlengod","BAM 2,00","Mad Austrian painter","4,4 K","null"
"@maldestroyer7","$9,99","Pin 5k is another $10","2 K","null"
"@maldestroyer7","$1,99","Thats a human burger","4","null"
"@Sheluv_jordan-l2g","$4,99","Thanks!","170","null"
"@eomxo","$1,99","Sounds like me fr ","3 K","https://yt3.ggpht.com/1T-pc8puURJ9x-9IzZ75TfzV0Sps-dY9alfa7V1ZQszNNwBLTIZtOI8vVYnVjLy3eci3Pd8BsQ=s88-c-k-c0x00ffffff-no-rj"
"@orangejuiceidk","IDR 250.000,00","bro really used his 50/50  (edit: this is just 16 bucks, ok?)","7,1 K","https://yt3.ggpht.com/I1sc_jGonLjzypyTvy6qyNNg9Qc6cTOm9jF8pcxo6MRI9E839redchhhs5SkC5XY-VGIcNurp2A=s88-c-k-c0x00ffffff-no-rj"
"@orangejuiceidk","IDR 150.000,00","️","15 K","https://yt3.ggpht.com/I1sc_jGonLjzypyTvy6qyNNg9Qc6cTOm9jF8pcxo6MRI9E839redchhhs5SkC5XY-VGIcNurp2A=s88-c-k-c0x00ffffff-no-rj"
"@Aidenisking67","$1,99","I HEARD U WERE STRONG","427","null"
"@mousemanjeff-d20","$1,99","Switzerland:","1,1 K","https://yt3.ggpht.com/eVH6Tg8LMAVdroBbH06xASTXVYjmP-M8jx5BN9ol-yRmowr-FJkT19sC4R9IUqQF3rgHJ9aB=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$100,00","LET HIM COOK  Edit: the disrespect on the replies is always wild don't let fat americans cook me  MEXICAN SPIRIT IS ALWAYS OURS🇲🇽🇲🇽","21 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@nminhlil","$1,99","He’s right","122","null"
"@Chris_stepho","AU$5,00","Im Mrbeast before the Accusations","3,1 K","null"
"@nasakun605","ZAR 70,00","Bro cooked","2,5 K","null"
"@Norway-Sewden","£2,00","Valid","16","null"
"@Lock4In","R$2,00","Nah that's Albert Einstein, god dayum.","1,3 K","null"
"@darinlol9638","$1,99","His power is unmatched","700","null"
"@miyzue","IDR 20.000,00","Heres a few cents for you mate","2 K","null"
"@darinlol9638","$1,99","I put extra on accident lol","279","null"
"@TvAlengod","BAM 2,00","Me at preseteisen","395","null"
"@Liselişsiz","₺20,00","Bro thinks he is the goat (I mean zdak with goat)","7,1 K","https://yt3.ggpht.com/ifGGhJ7qyKSCS-rrl2IHA70ZuniCIdxjEulH5U2ui8wol1Z4C8JBXdi2sGmm9iPC7BJHLSeG=s88-c-k-c0x00ffffff-no-rj"
"@Krxzy.Gavin125","$4,99","That scared the shit out of me","15 K","null"
